Id,Score,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32
19320,4,16,0,a,a,0,1,10,e,b,6,c,f,1,26,c,15,f,1,9,b,0,a,1,b,a,8,b,a,b,10,15,b
19321,2,19,10,a,a,0,6,7,e,b,15,c,f,0,65,i,16,b,0,3,a,6,a,1,b,a,5,b,a,b,10,18,b
19322,5,3,1,a,a,0,2,3,d,b,15,a,h,1,50,i,11,a,1,1,b,5,a,1,b,a,5,b,a,b,10,3,b
19323,7,0,5,b,a,0,0,8,a,b,19,c,f,1,42,b,11,c,3,0,b,4,a,3,b,a,3,b,a,b,10,0,a
19324,1,18,6,b,a,0,0,2,a,b,11,c,a,0,63,e,13,f,2,0,b,6,b,1,b,a,5,a,a,d,5,3,a
19325,5,18,6,a,a,0,3,6,e,b,15,d,a,0,94,k,7,g,0,1,b,5,b,1,b,a,12,f,a,b,5,3,b
19326,7,17,1,a,a,0,7,5,e,b,21,c,a,1,24,b,4,a,1,11,a,5,a,1,b,a,20,b,d,b,10,9,b
19327,4,7,1,b,a,0,1,18,e,b,17,c,f,0,30,b,8,a,0,0,a,2,a,1,b,a,2,b,a,b,15,18,b
19328,1,22,5,b,a,0,3,11,a,b,18,c,c,1,21,i,23,c,1,0,b,2,a,1,b,a,4,j,a,b,15,18,a
19329,6,18,6,a,a,0,3,2,e,b,9,c,f,1,69,i,10,c,1,0,a,5,b,1,b,a,10,b,a,b,5,6,b
19330,13,21,0,a,a,0,1,6,e,b,14,d,f,0,80,r,11,i,0,1,b,3,a,1,b,a,5,k,a,b,5,12,b
19331,13,16,0,a,a,0,0,17,e,c,20,d,f,1,83,r,9,i,1,10,a,2,b,1,c,a,10,f,a,c,15,0,b
19332,4,18,10,a,a,0,0,11,e,b,6,c,c,0,56,i,26,c,0,7,a,2,b,1,b,a,13,j,a,b,5,15,b
19333,3,16,6,c,a,0,0,5,e,b,16,c,a,0,65,b,7,a,0,0,a,5,a,3,b,a,13,b,a,d,15,12,b
19334,4,20,10,b,a,0,4,12,e,b,3,d,f,0,43,m,17,f,0,0,b,3,b,3,b,a,3,h,a,d,10,15,b
19335,1,4,1,b,a,0,0,2,a,b,3,c,a,1,73,e,16,b,3,0,a,5,a,1,b,a,5,b,a,b,10,9,a
19336,8,15,10,a,a,0,1,16,e,b,20,d,a,2,58,r,8,g,3,5,a,1,a,3,b,a,11,f,a,b,5,12,b
19337,1,10,1,b,a,0,0,5,e,b,5,d,a,1,63,j,7,f,1,0,b,2,a,1,b,a,2,f,a,b,10,12,b
19338,2,5,10,a,a,0,1,7,e,b,0,c,f,1,63,c,11,a,3,4,a,2,b,2,b,a,7,b,a,b,0,15,a
19339,5,17,6,a,a,0,2,7,e,b,24,d,f,0,41,l,12,i,0,5,a,2,b,2,b,a,8,l,a,b,15,18,b
19340,3,2,10,a,a,2,1,6,e,b,19,d,b,5,38,r,13,i,5,1,a,3,a,3,b,a,4,h,a,b,15,18,b
19341,6,17,1,c,a,0,4,14,e,b,24,a,a,1,68,b,16,c,1,0,b,6,a,2,b,a,2,b,a,b,10,9,b
19342,2,17,6,a,a,0,3,8,a,b,3,d,c,2,63,k,9,i,2,4,b,3,b,1,b,a,12,g,a,b,5,0,a
19343,2,16,6,d,a,0,3,15,d,b,16,d,a,0,61,k,7,f,0,3,a,0,a,3,b,a,11,f,a,b,15,12,b
19344,1,6,6,a,a,0,4,0,d,b,20,a,b,2,33,b,14,a,2,7,a,6,b,1,b,a,7,j,f,b,5,9,b
19345,2,7,1,c,a,0,1,1,d,b,20,c,f,1,48,b,9,b,2,0,a,3,b,1,b,a,9,b,a,b,15,18,b
19346,15,11,6,a,a,0,2,3,c,b,17,d,f,1,16,k,7,i,4,1,a,5,a,3,b,a,6,g,a,b,5,6,b
19347,10,4,1,a,a,0,3,7,d,b,3,d,f,2,30,k,11,i,2,0,a,3,b,1,b,a,13,f,a,b,5,18,b
19348,2,12,1,a,b,0,2,6,d,b,3,d,a,0,88,r,6,g,0,1,a,5,b,1,b,b,18,h,a,b,5,12,b
19349,1,17,6,a,a,0,4,17,c,b,9,c,a,0,24,i,9,b,0,2,a,2,b,1,b,a,11,b,a,b,10,3,b
19350,1,7,1,a,a,0,2,0,c,b,20,c,f,0,36,b,17,a,1,3,a,0,a,3,b,a,11,e,a,b,5,9,b
19351,5,6,5,a,a,0,4,15,a,b,2,e,f,3,42,r,6,i,5,4,b,6,a,3,b,a,12,f,a,b,5,18,a
19352,7,12,6,a,a,0,4,13,e,b,22,d,f,0,16,r,16,i,0,4,a,2,a,1,b,a,13,h,a,b,15,18,b
19353,1,6,1,a,b,0,4,11,e,b,10,d,c,1,90,k,37,i,1,0,a,5,a,3,b,b,12,f,a,b,0,15,b
19354,5,12,5,b,a,0,2,7,e,b,5,d,b,1,59,k,11,f,1,0,b,5,b,1,b,a,9,h,a,b,5,0,b
19355,2,7,1,c,a,0,1,10,e,b,16,d,f,0,51,n,12,i,1,0,b,5,a,1,b,a,4,f,a,d,15,18,b
19356,10,17,0,d,a,0,5,8,e,b,7,d,f,0,36,j,10,f,0,5,a,3,a,1,d,a,15,f,a,d,10,9,b
19357,5,22,10,b,a,0,1,14,d,b,1,d,f,1,24,r,12,f,3,0,b,2,b,3,b,a,11,f,a,b,10,18,b
19358,1,17,1,b,a,0,0,5,e,b,14,c,a,0,62,b,8,a,0,0,a,5,b,3,b,a,3,b,a,b,15,18,b
19359,4,16,10,b,a,0,1,7,a,d,15,d,a,1,21,k,13,f,1,0,a,5,a,1,b,a,2,h,a,b,10,15,a
19360,5,5,10,a,a,0,0,15,a,b,0,c,c,0,27,i,16,f,1,1,b,2,a,1,b,a,2,a,b,b,5,9,a
19361,7,16,1,a,a,0,4,6,e,b,7,d,f,1,14,k,7,i,1,0,b,6,a,1,b,a,14,f,a,b,10,18,b
19362,8,16,1,a,a,0,1,7,e,b,18,d,f,1,94,j,14,i,1,5,b,5,a,2,b,a,11,h,a,b,10,18,b
19363,4,16,5,a,a,0,5,7,a,b,20,d,a,1,93,j,18,i,1,10,a,6,a,3,b,a,17,f,a,b,5,12,a
19364,5,14,6,a,a,0,3,13,e,d,17,c,c,1,85,i,17,f,3,3,a,3,a,1,b,a,16,a,a,b,5,18,b
19365,2,22,1,a,a,0,0,14,d,b,21,d,a,1,76,n,19,i,1,10,b,3,b,1,b,a,21,f,a,b,5,6,a
19366,4,15,5,a,a,0,0,2,e,b,15,c,f,1,38,b,8,a,2,3,a,3,b,3,b,a,6,d,a,b,10,18,b
19367,7,17,1,a,b,0,1,15,e,a,20,d,a,2,82,r,8,g,2,2,a,5,a,1,b,b,12,h,a,b,10,6,b
19368,1,17,1,a,a,0,0,8,e,a,0,a,a,1,71,b,12,f,3,2,a,3,a,2,b,a,8,b,a,b,5,9,b
19369,2,17,6,a,a,0,0,4,e,b,20,c,g,0,92,g,8,a,0,0,b,3,b,1,b,a,7,b,a,b,5,6,b
19370,1,21,6,b,a,0,4,12,e,d,11,c,c,0,47,i,16,c,0,0,a,3,b,1,b,a,6,a,a,b,15,0,b
19371,1,1,6,a,a,0,0,2,d,b,7,c,f,0,50,c,7,a,0,0,b,0,a,1,d,a,8,b,a,d,10,3,b
19372,1,12,5,a,a,0,2,3,c,b,2,d,f,0,32,k,7,i,0,9,b,6,b,1,b,a,20,f,a,b,10,12,a
19373,7,8,5,a,b,0,1,8,e,b,22,d,f,1,84,r,14,i,1,2,b,4,a,1,b,b,12,f,a,b,10,12,b
19374,10,15,6,a,b,0,4,4,e,b,16,c,a,1,69,i,6,a,1,5,b,4,a,1,b,b,5,b,a,a,0,15,b
19375,2,6,6,b,a,0,4,11,a,a,0,d,f,1,26,p,17,f,1,0,a,3,b,1,b,a,11,f,a,b,15,9,a
19376,5,18,1,b,a,0,5,6,e,b,2,d,a,1,75,k,12,f,1,0,a,5,a,1,b,a,11,h,a,b,15,15,b
19377,7,13,10,a,a,0,1,4,e,b,5,d,a,0,57,r,9,g,0,0,a,6,b,1,d,a,3,f,a,b,5,18,a
19378,16,20,6,a,b,0,4,12,c,b,6,d,f,1,65,r,14,i,3,0,b,5,a,1,b,b,4,h,a,b,5,3,b
19379,1,4,6,a,b,0,2,16,e,b,23,d,f,1,81,k,6,i,1,3,a,5,a,1,b,b,4,f,a,b,10,3,b
19380,1,20,10,d,a,0,5,0,e,b,20,c,b,1,31,i,23,a,2,3,b,3,b,2,b,a,8,e,a,b,5,0,a
19381,7,14,1,c,a,0,1,14,e,d,0,c,f,1,54,b,12,c,1,0,a,1,a,1,b,a,9,b,a,b,5,0,b
19382,1,6,1,a,a,0,4,3,e,b,11,c,f,1,83,a,4,a,3,3,b,5,b,3,d,a,7,b,a,b,5,15,b
19383,13,15,10,a,a,0,5,8,e,b,4,d,f,1,98,r,13,i,1,7,b,0,a,1,b,a,9,f,a,c,15,18,b
19384,1,14,0,a,a,0,5,5,c,b,0,d,a,2,90,r,8,g,2,6,b,6,a,1,b,a,12,h,a,b,10,15,b
19385,4,19,5,a,a,0,4,11,e,b,0,c,a,2,52,i,14,c,2,5,a,3,b,1,b,a,11,j,a,b,0,9,b
19386,1,5,6,f,a,0,3,2,a,b,18,d,f,1,46,k,8,f,1,0,a,2,a,3,b,a,3,h,a,b,15,18,a
19387,3,16,10,a,a,0,5,10,e,d,21,c,f,1,46,i,27,c,1,11,b,6,a,1,b,a,21,j,a,b,5,18,a
19388,5,14,5,a,b,0,1,14,a,b,8,f,h,0,54,k,9,g,0,2,a,6,b,1,b,b,11,f,a,b,10,6,a
19389,4,16,10,a,a,0,1,0,c,b,20,d,b,1,37,r,19,i,0,0,a,3,a,1,b,a,9,g,g,b,5,18,b
19390,1,8,6,a,a,0,0,18,a,b,20,e,f,3,46,j,10,i,3,3,a,6,a,1,b,a,9,f,a,a,10,12,a
19391,9,17,1,a,b,0,3,15,c,b,13,d,f,0,93,r,9,i,2,2,a,1,b,1,a,b,13,h,a,b,15,9,b
19392,1,10,6,a,a,0,1,11,a,b,0,c,f,0,49,a,13,c,0,4,a,2,b,1,b,a,11,b,a,b,0,18,a
19393,1,1,6,a,a,0,0,14,c,b,17,c,f,2,52,b,12,f,2,1,a,4,a,1,b,a,13,b,a,b,5,18,a
19394,1,6,10,a,a,0,4,5,a,b,17,d,a,2,34,k,7,i,4,4,a,4,a,1,b,a,10,h,a,b,15,15,a
19395,1,0,6,b,a,0,0,2,c,b,5,d,c,2,56,r,20,f,2,0,b,3,b,1,b,a,4,f,a,b,5,18,b
19396,2,7,10,a,a,0,5,18,a,b,0,d,f,2,63,r,27,i,4,4,b,4,a,1,b,a,9,f,a,b,0,9,a
19397,7,15,1,a,b,0,0,5,e,b,17,d,a,1,52,r,8,g,1,4,a,6,b,1,b,b,4,f,a,b,10,12,b
19398,2,5,10,a,b,0,3,18,a,b,4,c,c,1,87,d,16,c,1,0,b,4,a,1,b,b,13,b,a,b,5,6,a
19399,2,13,1,a,b,0,1,4,c,b,11,a,a,0,90,i,10,a,0,8,a,3,a,1,b,b,18,b,a,b,10,18,b
19400,8,23,6,a,a,0,5,8,e,b,8,c,h,1,50,i,9,c,1,4,a,5,a,3,b,a,13,j,h,b,15,12,b
19401,2,19,10,c,a,0,1,7,c,b,19,c,f,1,78,b,23,f,2,0,b,6,b,1,b,a,10,a,a,b,15,15,b
19402,3,7,1,c,a,0,5,3,e,b,15,c,f,0,92,b,8,a,0,0,b,3,a,1,b,a,18,b,a,b,10,12,b
19403,4,4,10,a,a,0,3,4,e,b,20,c,b,1,34,i,6,a,1,2,b,0,b,1,b,a,17,b,f,b,5,18,b
19404,4,9,6,c,b,0,4,14,e,b,22,d,f,0,93,k,10,i,0,0,a,4,a,1,c,b,13,f,a,b,15,18,b
19405,1,2,10,a,a,0,1,11,e,b,7,c,a,0,43,i,8,a,0,1,a,2,b,1,b,a,4,b,a,d,15,0,b
19406,4,21,6,b,a,0,0,17,a,b,2,d,f,0,35,k,13,f,3,0,a,5,a,1,b,a,4,h,b,b,15,12,a
19407,4,22,1,a,a,0,5,12,e,b,5,c,a,1,66,i,22,c,1,3,b,3,a,3,b,a,7,j,e,b,5,18,b
19408,3,13,1,a,b,0,2,5,e,b,18,d,a,1,68,k,7,g,1,2,a,5,b,3,b,b,12,h,a,b,15,15,b
19409,8,16,1,a,a,0,4,3,c,b,12,c,a,1,54,b,10,b,1,11,a,6,a,1,b,a,16,j,a,b,10,18,b
19410,1,19,0,a,a,0,0,12,e,b,11,d,a,1,68,r,6,g,1,3,a,4,a,1,b,a,12,h,e,b,5,15,a
19411,1,18,1,a,a,0,1,13,e,b,18,f,a,0,51,r,14,g,0,9,b,3,a,1,b,a,11,f,c,b,5,12,b
19412,1,19,5,b,a,0,2,1,e,b,22,d,b,1,47,k,26,f,2,2,b,4,a,1,b,a,11,h,a,b,5,18,b
19413,4,16,5,b,a,0,1,14,c,b,16,e,f,1,80,r,10,f,1,0,a,2,a,1,b,a,12,f,a,b,5,15,b
19414,7,11,6,a,a,0,0,7,e,b,17,c,f,0,77,d,18,c,1,8,b,3,b,2,b,a,15,j,a,b,15,15,b
19415,1,16,1,a,a,0,2,15,e,b,20,d,a,0,3,l,8,g,0,11,a,2,a,1,b,a,14,f,a,b,15,12,b
19416,1,0,6,a,a,0,0,5,e,b,0,c,a,1,38,b,8,a,2,0,a,5,a,3,b,a,8,b,a,b,10,12,b
19417,2,11,10,c,a,0,1,7,e,b,11,c,f,0,47,i,9,a,0,0,b,0,b,1,b,a,5,b,a,b,10,9,b
19418,4,6,1,a,a,0,0,15,e,b,18,d,a,1,48,k,10,g,1,1,a,6,a,1,b,a,14,g,a,b,5,6,b
19419,4,1,1,a,a,0,1,6,c,b,1,d,a,0,12,m,9,g,0,1,b,2,b,3,b,a,4,f,a,b,15,12,b
19420,4,20,10,a,a,0,2,8,e,b,14,c,h,1,56,e,18,f,1,0,a,5,a,2,b,a,6,j,a,b,15,0,b
19421,1,12,6,a,a,0,1,1,e,b,23,c,b,1,52,b,14,a,3,0,b,0,b,1,b,a,8,c,a,b,5,6,b
19422,1,18,10,b,a,0,0,12,e,b,5,c,f,1,66,i,13,c,1,0,a,1,a,3,b,a,11,b,a,b,15,18,b
19423,7,9,1,b,a,0,3,11,d,b,6,d,f,0,32,r,14,f,1,0,a,3,b,1,b,a,10,h,a,b,10,15,b
19424,6,20,10,d,a,0,0,5,e,b,0,e,f,2,30,n,11,f,4,1,b,3,b,1,b,a,6,f,a,b,10,18,b
19425,1,0,5,b,a,0,0,2,e,b,13,c,f,1,32,c,7,b,3,0,a,3,b,1,b,a,5,b,a,b,5,18,b
19426,2,16,1,c,a,0,1,4,e,b,0,d,b,0,53,r,8,i,0,1,b,3,b,1,b,a,11,g,a,b,5,18,b
19427,8,16,1,b,a,0,6,10,a,b,19,c,f,1,32,b,10,a,3,0,a,5,b,1,b,a,5,b,a,b,10,15,a
19428,4,2,10,b,a,0,1,10,e,b,17,d,f,1,49,k,13,f,2,0,a,2,b,2,b,a,5,h,a,a,10,18,b
19429,7,16,1,b,a,0,4,1,e,b,23,d,b,1,52,r,13,f,1,10,a,5,b,2,b,a,11,f,a,b,5,3,b
19430,16,21,10,b,a,0,3,9,e,b,19,c,f,0,56,i,21,c,0,0,a,5,b,1,b,a,7,a,a,c,5,3,b
19431,13,18,5,a,a,0,2,6,e,d,16,d,h,1,20,j,7,f,1,4,a,0,a,1,b,a,7,h,a,b,10,15,b
19432,1,7,5,b,a,0,0,12,e,b,12,c,c,0,69,i,29,f,0,0,b,6,a,1,b,a,3,a,e,b,10,12,b
19433,7,2,10,b,a,0,1,11,a,b,0,d,f,1,16,k,10,f,3,0,b,4,a,1,b,a,7,h,a,b,5,18,a
19434,4,22,5,a,a,0,0,2,a,b,19,d,f,1,94,r,14,i,1,4,a,3,a,1,b,a,11,f,a,b,5,0,a
19435,1,8,0,a,a,0,5,2,e,b,5,c,f,2,75,b,11,c,2,5,a,0,b,1,b,a,11,b,a,b,0,18,b
19436,2,19,0,a,a,0,4,12,e,b,18,d,f,0,97,j,12,i,0,11,a,6,a,1,b,a,15,h,a,b,5,3,b
19437,7,7,10,a,a,0,0,2,e,b,4,a,c,1,89,e,16,a,3,5,b,5,b,1,b,a,10,j,a,b,5,18,b
19438,1,15,1,a,a,0,0,5,e,b,16,c,a,3,44,b,7,a,3,7,a,5,a,3,b,a,12,b,a,b,15,18,b
19439,1,4,1,a,a,0,2,13,c,b,14,d,a,2,81,k,4,g,3,3,a,0,a,2,b,a,8,h,a,b,10,15,b
19440,12,9,1,a,a,0,1,7,e,b,20,d,f,1,50,m,11,i,1,2,a,6,a,1,b,a,4,f,a,b,15,0,b
19441,1,4,10,a,a,0,3,17,c,b,15,e,h,1,47,j,5,g,1,3,b,5,b,1,b,a,7,f,a,b,10,0,a
19442,4,5,1,a,a,0,3,8,c,b,2,d,c,0,57,r,15,i,0,0,a,0,a,3,b,a,11,f,a,b,5,18,b
19443,4,16,10,a,b,0,5,5,e,b,0,c,b,1,96,i,7,a,1,2,b,4,b,1,b,b,18,b,a,b,5,9,b
19444,1,6,6,a,a,0,2,8,a,b,17,c,f,1,53,d,7,b,2,2,a,6,a,1,b,a,7,b,a,b,15,18,a
19445,8,18,10,a,a,0,2,13,a,b,14,d,f,2,71,j,10,i,4,4,b,2,b,3,b,a,12,f,a,b,15,6,a
19446,9,6,1,a,a,0,4,10,e,b,24,d,f,1,48,r,13,i,1,1,a,3,b,3,b,a,5,g,a,b,5,18,b
19447,2,18,6,a,a,0,3,2,c,b,8,c,c,1,99,a,15,f,1,10,b,0,a,2,a,a,17,a,a,b,5,18,b
19448,5,18,10,a,a,0,1,2,e,b,17,c,f,1,51,b,13,f,1,0,a,3,b,1,b,a,3,b,a,b,10,3,b
19449,6,14,10,a,a,0,2,7,a,b,20,c,h,1,78,b,12,f,3,0,b,2,a,1,b,a,11,b,a,d,15,18,a
19450,6,11,5,b,a,0,6,1,e,b,10,c,f,1,67,a,12,b,2,0,b,6,a,1,b,a,3,a,a,b,5,0,b
19451,19,22,6,e,b,0,1,8,c,b,1,c,f,2,47,e,16,c,4,1,b,3,b,1,b,b,16,j,a,b,5,9,b
19452,14,7,1,a,a,0,5,17,e,b,15,a,f,1,95,i,12,f,1,5,a,3,b,1,b,a,12,b,a,c,5,6,b
19453,9,7,6,a,a,0,0,6,e,c,17,e,f,1,43,r,7,i,1,1,b,6,a,1,b,a,10,h,a,b,5,6,a
19454,4,18,10,a,a,0,2,7,d,b,8,c,a,2,95,d,16,f,3,4,a,6,b,3,b,a,10,b,a,b,10,0,b
19455,14,21,0,b,a,0,6,15,e,c,4,d,f,0,53,r,9,f,0,0,a,5,a,1,b,a,10,f,a,b,5,12,b
19456,1,6,5,a,a,0,4,18,a,b,20,d,f,0,31,p,8,i,0,1,b,1,a,1,b,a,3,f,a,b,10,12,a
19457,5,14,6,c,a,0,4,11,e,b,0,c,c,2,52,i,19,c,2,0,a,4,b,1,b,b,3,j,a,d,0,3,b
19458,1,16,1,a,a,0,0,3,e,b,24,d,g,1,75,k,8,g,0,0,b,3,a,1,b,a,18,f,a,b,5,15,b
19459,1,12,10,a,a,0,0,6,e,b,13,a,a,1,27,h,8,a,2,0,b,4,b,2,b,a,3,b,a,d,5,12,b
19460,15,19,1,b,a,0,3,1,e,b,24,d,b,1,58,k,13,f,3,0,a,3,a,3,c,a,6,f,a,b,15,9,b
19461,1,4,1,b,a,0,0,3,e,d,7,d,f,1,54,q,7,f,1,0,a,3,b,3,b,a,12,h,a,b,5,9,a
19462,2,1,6,a,a,0,1,12,c,b,8,c,c,0,99,i,11,f,0,11,a,3,b,1,b,a,19,j,e,b,15,9,a
19463,2,13,6,a,a,0,4,13,c,b,7,c,h,1,78,h,12,a,1,4,b,6,b,1,b,a,14,b,a,c,10,12,b
19464,5,13,6,a,a,0,2,6,e,b,19,c,a,1,75,i,7,a,2,2,a,5,b,3,b,a,11,b,a,b,10,9,b
19465,1,23,5,b,a,0,0,12,a,b,10,d,c,1,36,k,15,f,3,0,b,5,a,1,b,a,7,f,a,b,10,12,a
19466,1,16,6,b,a,0,0,12,e,b,12,c,a,1,41,a,17,c,2,0,a,3,b,3,b,a,2,b,a,b,0,9,b
19467,4,22,0,b,a,0,0,14,c,c,12,c,c,1,84,i,13,c,1,0,a,6,a,2,b,a,7,b,a,b,15,18,a
19468,11,20,1,a,a,0,2,12,c,b,7,e,g,0,9,n,11,g,0,1,b,6,a,1,b,a,16,h,a,b,5,18,b
19469,6,7,10,b,a,0,4,11,e,b,4,c,f,2,68,i,15,c,2,0,a,5,a,1,b,a,14,j,a,b,15,0,b
19470,1,3,0,b,a,0,2,15,a,b,5,d,f,1,49,k,7,f,3,0,a,2,b,1,b,a,1,h,a,b,5,15,a
19471,7,1,5,a,a,0,0,8,c,b,0,c,f,1,67,e,10,c,3,1,b,6,a,1,b,a,6,b,a,b,5,9,b
19472,11,0,6,a,a,0,0,18,e,b,20,d,f,1,87,k,13,i,3,0,a,2,a,1,b,a,9,f,a,b,10,3,b
19473,6,1,6,a,a,0,0,4,e,b,16,d,f,1,46,k,11,i,1,2,b,3,a,3,d,a,7,h,a,b,10,15,b
19474,4,4,1,a,a,0,3,7,a,b,14,d,a,1,90,r,14,i,4,3,a,5,a,3,b,a,10,f,a,b,5,18,a
19475,7,0,1,a,a,0,0,14,e,b,17,d,f,1,20,r,7,i,1,0,b,0,a,1,b,a,12,f,a,b,15,12,b
19476,1,19,6,a,a,0,2,11,a,b,2,c,f,1,70,a,13,c,1,10,a,5,b,1,b,a,14,j,a,b,10,9,a
19477,1,20,6,b,a,0,0,12,a,b,12,d,h,1,47,k,15,f,1,0,a,4,a,1,b,a,5,h,a,c,5,18,a
19478,8,17,1,a,a,0,2,5,e,b,1,e,f,1,74,r,7,i,1,2,a,6,a,1,b,a,5,f,a,b,10,9,b
19479,1,17,6,b,a,0,4,7,a,b,11,c,f,1,34,a,14,c,1,0,b,2,a,1,b,a,11,j,a,b,5,18,a
19480,1,12,10,a,a,0,1,17,a,b,16,c,d,2,94,e,23,b,2,3,a,2,a,1,b,a,11,b,a,b,10,18,a
19481,4,11,1,a,b,0,0,5,e,b,16,c,a,1,85,b,7,a,1,8,a,5,a,3,b,a,12,b,a,b,15,15,b
19482,1,3,10,a,b,0,2,10,d,b,4,d,f,1,95,r,13,i,3,8,a,3,a,1,b,b,10,f,a,b,15,15,b
19483,13,22,6,a,a,0,2,9,e,b,15,c,f,1,79,i,12,c,1,9,a,6,b,2,b,a,16,j,a,b,15,0,a
19484,1,6,0,c,b,0,4,16,d,b,4,c,f,1,82,i,5,a,3,2,b,5,a,1,b,b,9,b,a,b,10,6,b
19485,1,6,6,a,a,0,2,12,e,b,13,d,f,0,90,m,26,i,4,0,b,2,a,1,b,a,7,f,a,b,5,6,b
19486,1,16,1,b,a,0,3,18,a,b,9,d,f,0,29,k,14,f,2,0,a,2,b,1,b,a,8,f,a,b,10,12,a
19487,7,0,6,b,a,0,0,17,e,b,16,c,f,1,22,i,10,b,4,0,b,0,a,1,c,a,4,j,a,b,5,15,b
19488,2,21,5,a,a,0,1,7,c,b,9,e,c,0,81,r,13,i,1,4,b,3,a,3,b,a,13,h,a,b,15,12,b
19489,4,4,10,a,a,0,2,10,b,b,15,d,f,0,69,j,9,i,0,3,a,5,a,1,b,a,15,f,a,b,15,15,a
19490,2,5,1,a,b,1,3,12,c,b,18,c,f,2,57,d,12,b,6,5,b,2,b,1,b,b,13,j,a,b,10,15,b
19491,1,17,6,a,a,0,1,14,d,b,11,c,a,1,23,i,13,c,1,1,b,5,a,1,b,a,8,b,f,b,15,18,a
19492,1,19,10,a,a,0,4,7,e,b,8,c,b,0,87,e,14,f,0,6,a,3,b,1,b,a,6,b,a,b,10,0,b
19493,1,4,1,b,a,0,2,8,a,d,12,c,f,1,55,b,9,b,1,0,a,5,a,1,b,a,13,b,a,b,15,18,a
19494,10,2,10,a,a,0,0,8,e,b,2,d,f,0,9,m,17,i,0,11,b,5,b,1,b,a,12,h,b,b,10,0,a
19495,5,17,10,b,a,0,1,3,d,b,9,c,a,1,51,i,11,f,3,0,b,2,a,1,b,a,4,b,a,b,10,15,b
19496,1,16,0,a,a,0,1,7,c,b,21,e,a,0,74,r,15,h,0,11,b,6,a,2,d,a,20,h,a,b,5,18,b
19497,10,22,6,a,a,0,1,9,c,b,20,c,f,1,40,i,17,c,3,2,b,6,a,1,b,a,4,j,h,c,0,18,b
19498,1,18,6,b,a,0,1,13,a,b,10,c,c,0,69,i,11,f,1,0,a,3,b,1,b,a,3,a,a,b,5,6,a
19499,1,20,1,a,a,0,6,10,e,b,0,c,f,1,40,i,19,c,3,0,b,4,b,1,b,a,7,j,a,b,5,12,b
19500,5,16,10,c,b,0,4,7,e,b,4,c,f,1,65,i,17,f,2,4,a,2,a,1,b,b,9,b,a,b,15,12,b
19501,3,22,1,a,b,0,1,9,d,b,0,d,f,1,50,k,14,i,2,1,b,4,a,3,b,b,4,h,a,b,15,9,b
19502,1,18,10,a,a,0,3,7,c,b,20,c,a,0,86,i,16,f,0,0,a,4,a,1,b,a,7,b,a,b,5,15,b
19503,1,5,0,a,a,0,1,1,e,b,23,c,b,2,52,b,15,a,0,0,a,3,b,3,b,a,17,b,f,b,5,9,b
19504,1,6,0,b,a,0,1,3,e,b,19,d,g,1,14,k,8,f,0,10,a,6,a,2,b,a,8,f,a,d,10,18,a
19505,4,1,1,a,b,1,0,13,e,b,17,c,a,2,92,d,21,f,3,6,a,5,a,1,b,b,18,j,c,b,5,9,b
19506,1,17,1,a,a,0,2,5,e,b,18,d,f,1,42,k,6,i,1,0,a,3,b,1,b,a,9,f,a,b,15,15,b
19507,1,22,6,a,a,0,5,11,e,b,20,d,f,1,29,k,14,i,2,5,a,2,a,1,b,a,8,h,a,b,15,3,b
19508,9,16,5,b,a,0,2,0,e,b,20,d,b,1,29,r,10,f,3,0,b,0,a,1,b,a,13,f,a,b,10,9,a
19509,1,10,1,b,a,0,0,9,e,b,1,c,f,1,36,i,24,c,1,0,a,6,b,1,b,a,2,j,a,b,5,12,b
19510,4,5,10,a,a,0,3,4,a,b,4,d,b,1,30,m,7,i,1,2,a,3,a,1,b,a,9,f,f,b,5,12,a
19511,1,6,6,a,a,0,1,15,c,b,0,d,a,1,42,j,7,g,1,10,b,5,b,1,b,a,13,f,a,b,15,15,b
19512,1,17,5,a,a,0,0,6,e,b,5,d,a,1,83,j,8,g,1,3,b,3,a,2,b,a,14,f,a,b,0,0,b
19513,1,11,6,a,a,0,3,7,e,b,18,d,f,1,95,k,18,i,3,9,a,2,a,1,b,a,13,f,a,b,5,18,b
19514,1,6,6,a,a,0,6,0,e,b,20,c,b,0,25,b,12,a,3,1,a,0,b,2,b,a,16,b,f,d,5,9,a
19515,2,10,1,a,a,0,1,0,d,b,21,d,b,1,41,k,14,i,4,0,b,1,a,3,b,a,9,h,f,b,15,0,b
19516,1,1,1,a,a,0,0,12,e,b,16,c,f,1,94,i,12,a,1,1,b,5,a,3,d,a,19,b,a,b,5,9,b
19517,8,19,1,a,a,0,2,12,c,b,10,c,f,1,58,a,17,c,4,4,a,3,b,1,b,a,8,j,a,b,15,9,b
19518,3,16,6,a,b,0,1,13,e,b,11,d,f,0,97,k,14,i,4,0,a,0,b,1,b,b,19,h,a,a,15,18,b
19519,4,0,10,b,a,0,2,0,e,b,20,d,b,0,31,j,9,f,0,2,a,3,a,3,b,a,6,h,a,b,10,0,a
